Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,0.6931312803375094,0.501522633744856,0.6928434183723048,0.5
2,0.6929060371298539,0.5065843621399176,0.6926847131628739,0.5
3,0.6919775798132545,0.541275720164609,0.6896424638597589,0.6316666666666667
4,0.671231572800561,0.6332510288065843,0.6081633614866357,0.715
5,0.5792936730541681,0.6891358024691357,0.539530148631648,0.7216666666666667
6,0.5475934883089442,0.7019753086419753,0.5046677903125161,0.73
7,0.5292768133314032,0.7144444444444444,0.492041876441554,0.755
8,0.5144682551685132,0.7245679012345679,0.47980630868359614,0.7566666666666667
9,0.5032636089152411,0.7358436213991769,0.44989566112819473,0.7833333333333333
10,0.49682083522018633,0.7361728395061728,0.4416980272845218,0.785
11,0.48994183787389806,0.743127572016461,0.434059191691248,0.78
12,0.48500300837974797,0.7479835390946502,0.4363595419808438,0.79
13,0.4754151302928987,0.7578189300411523,0.4311402094991584,0.7933333333333333
14,0.4696644140505477,0.7634156378600823,0.42992944780148956,0.8
15,0.46304580679065305,0.7687242798353909,0.4148497001120919,0.8116666666666666
16,0.45793950334191325,0.7731275720164609,0.4069594615384152,0.8066666666666666
17,0.4517422220032466,0.7783539094650206,0.4275595569296887,0.81
18,0.4445038267264241,0.7825925925925926,0.408212296272579,0.8016666666666666
19,0.44078807950411975,0.7860905349794238,0.3976281426454845,0.8116666666666666
20,0.43928551909170654,0.7890534979423869,0.4071086198091507,0.8116666666666666
21,0.42912379426783637,0.7947736625514403,0.396110580155724,0.82
22,0.4208353160831489,0.8025925925925926,0.39479913680176987,0.82
23,0.41545617325525536,0.8019341563786008,0.43013304471969604,0.7866666666666666
24,0.4108299037539645,0.8071193415637861,0.3849639665139349,0.8183333333333334
25,0.40720729514172205,0.8111111111111111,0.39172279991601644,0.8216666666666667
26,0.40111226221840635,0.8133744855967078,0.3973003265104796,0.815
27,0.3927742959245255,0.82,0.40552987785715805,0.8216666666666667
28,0.38363743808708695,0.8218930041152264,0.41099615865632105,0.8216666666666667
29,0.37980155905610635,0.8262962962962963,0.3920354223565051,0.835
30,0.372729156734912,0.8291769547325103,0.4131472408771515,0.8183333333333334
31,0.36645497507170627,0.8318518518518518,0.40059906714840937,0.8183333333333334
32,0.3543499123403116,0.8404526748971194,0.40310814898265035,0.8133333333333334
33,0.35098209262482427,0.8409876543209877,0.44217585811489507,0.775
34,0.34200641434443624,0.8458024691358025,0.45366490593082026,0.8033333333333333
35,0.3348868266336228,0.8495473251028807,0.44671251193473216,0.7983333333333333
36,0.3268023825985821,0.8555555555555555,0.4346884740026374,0.8016666666666666
37,0.32174734409506384,0.8575720164609053,0.4270039671345761,0.8183333333333334
38,0.3088719140150045,0.8660905349794239,0.4720884067447562,0.8
39,0.29991794297177543,0.8674897119341564,0.4434555580741481,0.8083333333333333
40,0.29395262658792104,0.8719753086419753,0.47039188209332916,0.8116666666666666
41,0.2855500926116579,0.8755555555555555,0.45918822288513184,0.7816666666666666
42,0.27434913301350256,0.8846502057613169,0.4639264204000172,0.8116666666666666
43,0.2641468580763199,0.8886008230452674,0.5328073136900601,0.7733333333333333
44,0.25764628626210123,0.8895473251028807,0.5536296689196637,0.8116666666666666
45,0.2533025801868031,0.8914814814814814,0.4727828110519208,0.8166666666666667
46,0.2450366785847827,0.895761316872428,0.44521667180876984,0.835
47,0.24019269194748055,0.8986831275720165,0.4792793981338802,0.8
48,0.23404249014626993,0.9019341563786009,0.46027864986344386,0.83
49,0.22690296153488912,0.9025102880658437,0.5380859649495074,0.8083333333333333
50,0.22280903342179953,0.9077366255144033,0.49309685277311427,0.8316666666666667
