Epoch,Train Loss,Train Accuracy,Val Loss,Val Accuracy
1,0.6934640547808479,0.5,0.6929647106873361,0.5
2,0.6933892860132105,0.48444444444444446,0.6928949858012953,0.5
3,0.6930736906388226,0.5,0.6927757953342638,0.5
4,0.6928693483857548,0.5392592592592592,0.6926579663628026,0.5
5,0.6926492396522971,0.5692592592592592,0.6925114738313776,0.5483333333333333
6,0.6925029726589427,0.5840740740740741,0.6923090721431532,0.5666666666666667
7,0.6922739547841689,0.5459259259259259,0.692055815144589,0.6333333333333333
8,0.6919756594826193,0.6544444444444445,0.6917208746859902,0.705
9,0.6916258615605971,0.6425925925925926,0.6912604821355719,0.7066666666666667
10,0.6909834931878482,0.642962962962963,0.6905598263991507,0.7083333333333334
11,0.6901088988079744,0.67,0.6894346820680719,0.6833333333333333
12,0.688646820713492,0.6551851851851852,0.6874672801871049,0.6966666666666667
13,0.6859454133931329,0.6788888888888889,0.6835405356005618,0.7016666666666667
14,0.6802781490718617,0.687037037037037,0.6751860474285326,0.7016666666666667
15,0.6664526546702666,0.6966666666666667,0.6540786467100445,0.6966666666666667
16,0.6310718227835262,0.6918518518518518,0.5960870102832192,0.6983333333333334
17,0.580461274876314,0.6937037037037037,0.5557745757855868,0.705
18,0.5528322240885566,0.705925925925926,0.5432951936596319,0.7266666666666667
19,0.5436113753739525,0.7103703703703703,0.5321728336183649,0.7233333333333334
20,0.5326839625835419,0.7151851851851851,0.5331343412399292,0.7266666666666667
21,0.5251508421757642,0.7185185185185186,0.5222400819000445,0.73
22,0.5219391945530386,0.7274074074074074,0.5084624494376936,0.7366666666666667
23,0.516507030585233,0.7285185185185186,0.5062840471142217,0.7416666666666667
24,0.5076670310076545,0.7314814814814815,0.5015290144242739,0.7483333333333333
25,0.5113248379791484,0.7314814814814815,0.5062074378917092,0.7516666666666667
26,0.5118425134350272,0.7348148148148148,0.5212178167543913,0.715
27,0.506146874147303,0.7262962962962963,0.5159989862065566,0.7233333333333334
28,0.5047301625504214,0.73,0.4923815037074842,0.7466666666666667
29,0.5011487662792206,0.7381481481481481,0.5026421923386423,0.7383333333333333
30,0.4931558444219477,0.74,0.48521540666881363,0.75
31,0.4979031569817487,0.74,0.4953675097540805,0.7283333333333334
32,0.49052805444773506,0.7462962962962963,0.48667858776293305,0.7366666666666667
33,0.4914074463002822,0.7418518518518519,0.48591228692155136,0.745
34,0.4930156812948339,0.7414814814814815,0.4888874966847269,0.7516666666666667
35,0.4875600436154534,0.7474074074074074,0.47563596461948593,0.7466666666666667
36,0.48145141075639164,0.7459259259259259,0.47976108914927434,0.7433333333333333
37,0.48321259758051704,0.7466666666666667,0.47981023004180506,0.7333333333333333
38,0.4863178491592407,0.7444444444444445,0.4695800934967242,0.7483333333333333
39,0.4779204084592707,0.7451851851851852,0.47135002048392044,0.755
40,0.4723683676298927,0.7462962962962963,0.47373501721181366,0.7416666666666667
41,0.47437449904049145,0.7544444444444445,0.4712828272267392,0.765
42,0.47208797230440025,0.7492592592592593,0.4644929045125058,0.7566666666666667
43,0.4676727726179011,0.7551851851851852,0.46783591728461416,0.7466666666666667
44,0.47157259934088763,0.7540740740740741,0.46605712959640905,0.7666666666666667
45,0.4673275968607734,0.7574074074074074,0.4736968263199455,0.7383333333333333
46,0.46595818382852217,0.7585185185185185,0.462775751164085,0.7466666666666667
47,0.46511696910156924,0.7574074074074074,0.46115113716376455,0.7466666666666667
48,0.4653169684550341,0.7670370370370371,0.4686538232000251,0.7666666666666667
49,0.45748777003849256,0.7574074074074074,0.46789460903719854,0.7733333333333333
50,0.4611675437758951,0.7566666666666667,0.46358451874632584,0.765
51,0.45591775845078863,0.7625925925925926,0.4597773583311784,0.7633333333333333
52,0.45369048889945535,0.7696296296296297,0.4588133331976439,0.7683333333333333
53,0.46013535401400396,0.7622222222222222,0.45733646970046193,0.7583333333333333
54,0.45376803699661705,0.7681481481481481,0.4857416905854878,0.7616666666666667
55,0.4557737699326347,0.7718518518518519,0.4555228085894334,0.7566666666666667
56,0.44812699924497046,0.77,0.4485210180282593,0.7666666666666667
57,0.44709292509976556,0.7703703703703704,0.45740128975165517,0.7783333333333333
58,0.44825715878430533,0.7748148148148148,0.4585777819156647,0.7733333333333333
59,0.4463983227224911,0.774074074074074,0.45532330086356715,0.77
60,0.4388199227697709,0.7796296296296297,0.45734891138578715,0.7683333333333333
61,0.43604264294399936,0.7825925925925926,0.44335408587204783,0.7733333333333333
62,0.44356816796695486,0.7792592592592592,0.44881184634409454,0.7683333333333333
63,0.43723381021443536,0.7774074074074074,0.45004246893681976,0.78
64,0.43363111474934746,0.7803703703703704,0.4437780615530516,0.7833333333333333
65,0.43504048936507284,0.7770370370370371,0.45195451378822327,0.7816666666666666
66,0.438599553528954,0.7762962962962963,0.4516816045108594,0.78
67,0.42925760956371534,0.7807407407407407,0.47668587220342534,0.7566666666666667
68,0.43533499381121465,0.7825925925925926,0.4488985914933054,0.7816666666666666
69,0.4316515885731753,0.7862962962962963,0.4518855731738241,0.77
70,0.43037041092620176,0.7877777777777778,0.4466866380289981,0.7683333333333333
71,0.4322897130952162,0.7855555555555556,0.44409297641954926,0.79
72,0.43153139808598684,0.7888888888888889,0.4642866928326456,0.765
73,0.4313906557419721,0.7807407407407407,0.4911988228559494,0.7383333333333333
74,0.431384323274388,0.797037037037037,0.46567454149848536,0.7683333333333333
75,0.4324570829377455,0.7807407407407407,0.43988725229313497,0.7833333333333333
76,0.4252195880693548,0.7881481481481482,0.44368567121656316,0.805
77,0.4231313202311011,0.792962962962963,0.44795249324095876,0.7883333333333333
78,0.4141404109842637,0.7974074074074075,0.4494482137654957,0.7816666666666666
79,0.41678495635004603,0.7933333333333333,0.44320442802027654,0.79
80,0.42146243558210483,0.7985185185185185,0.46605141225614044,0.7833333333333333
81,0.40622358918190005,0.8022222222222222,0.45251242894875376,0.7733333333333333
82,0.41813097210491407,0.79,0.4489441655184093,0.7933333333333333
83,0.41861333952230567,0.7925925925925926,0.44356524473742437,0.7933333333333333
84,0.4098281329168993,0.8014814814814815,0.44097887371715744,0.7816666666666666
85,0.40470163401435405,0.7974074074074075,0.43841156520341573,0.7966666666666666
86,0.398673343833755,0.8066666666666666,0.44739819984687,0.7883333333333333
87,0.40547785180456497,0.8085185185185185,0.481113463640213,0.7716666666666666
88,0.3999319570906022,0.8059259259259259,0.43771295641597946,0.8016666666666666
89,0.39923146647565505,0.8107407407407408,0.4657924739938033,0.7833333333333333
90,0.3965699963709887,0.8077777777777778,0.44738182268644633,0.7883333333333333
91,0.38970230169156017,0.8118518518518518,0.44979687113510936,0.785
92,0.38603837104404676,0.82,0.4513229037586011,0.7833333333333333
93,0.3816299087861005,0.8266666666666667,0.4963899105787277,0.765
94,0.38139106526094324,0.8248148148148148,0.4469674825668335,0.7866666666666666
95,0.37734258069711574,0.8233333333333334,0.518646840202181,0.7516666666666667
96,0.389498370885849,0.8074074074074075,0.4612331625662352,0.7716666666666666
97,0.37778790277593277,0.8207407407407408,0.45676968913329274,0.785
98,0.3758108813973034,0.8196296296296296,0.4551867607392763,0.775
99,0.35929987886372733,0.8355555555555556,0.49869108670636225,0.7483333333333333
100,0.3734431442092447,0.8251851851851851,0.4547232279652043,0.7883333333333333
